tempo,tipo
934.467472,CN_MM
0.934467,CN_RA
934.473474,CN_RA
934.474654,CN_RA
934.481854,CN_RA
934.483054,CN_RA
934.484254,CN_MM
0.093448,CN_RA
934.48547,CN_RA
934.487854,CN_MM
0.093448,CN_RA
934.489054,CN_RA
934.490254,CN_MM
0.093449,CN_RA
934.49147,CN_RA
934.492654,CN_MM
0.934492,CN_RA
934.493854,CN_RA
934.496254,CN_RA
934.498653,CN_RA
934.499854,CN_MM
0.934499,CN_RA
934.502255,CN_MM
0.934502,CN_RA
934.50347,CN_RA
934.504654,CN_RA
934.505854,CN_RA
934.507055,CN_RA
934.508253,CN_RA
934.509474,CN_MM
0.934509,CN_RA
934.510654,CN_RA
934.511855,CN_MM
0.093451,CN_RA
934.513054,CN_MM
934.513054,CN_RA
934.514254,CN_MM
0.093451,CN_RA
934.51547,CN_RA
934.516654,CN_RA
934.517855,CN_MM
934.517855,CN_RA
934.519055,CN_RA
934.520254,CN_MM
0.093452,CN_RA
934.521455,CN_RA
934.522654,CN_MM
934.522654,CN_RA
934.525054,CN_MM
934.525054,CN_RA
934.526254,CN_RA
934.52747,CN_MM
0.934527,CN_RA
934.528653,CN_MM
0.934528,CN_RA
934.529854,CN_MM
0.934529,CN_RA
934.531055,CN_MM
0.093453,CN_RA
934.532255,CN_MM
0.934532,CN_RA
934.53347,CN_RA
934.53347,CN_SA
934.534655,CN_MM
0.934534,CN_RA
934.535854,CN_MM
0.093453,CN_RA
934.537054,CN_MM
934.537054,CN_RA
934.537054,CN_SA
934.538254,CN_MM
0.093453,CN_RA
934.53947,CN_RA
934.53947,CN_SA
934.540654,CN_MM
0.93454,CN_RA
934.544254,CN_RA
934.544254,CN_SA
934.54547,CN_RA
934.546653,CN_RA
934.547854,CN_RA
934.551453,CN_MM
0.934551,CN_RA
934.552654,CN_RA
934.555053,CN_RA
934.556254,CN_MM
0.093455,CN_RA
934.55747,CN_RA
934.558653,CN_RA
934.559854,CN_MM
0.934559,CN_RA
934.561055,CN_RA
934.562254,CN_RA
934.56347,CN_MM
0.093456,CN_RA
934.564654,CN_MM
0.093456,CN_RA
934.565855,CN_MM
934.565855,CN_RA
934.567053,CN_RA
934.568254,CN_MM
0.934568,CN_RA
934.569454,CN_RA
934.571854,CN_MM
0.093457,CN_RA
934.573055,CN_MM
934.573055,CN_RA
934.574255,CN_RA
934.575471,CN_RA
934.577854,CN_RA
934.579054,CN_MM
934.579054,CN_RA
934.580254,CN_MM
0.093458,CN_RA
934.582654,CN_MM
0.093458,CN_RA
934.583853,CN_RA
934.583853,CN_SA
934.585053,CN_RA
934.588654,CN_MM
0.934588,CN_RA
934.589854,CN_RA
934.591055,CN_MM
0.093459,CN_RA
934.593453,CN_MM
934.593453,CN_RA
934.594654,CN_RA
934.595853,CN_RA
934.597054,CN_MM
934.597054,CN_RA
934.598254,CN_MM
0.093459,CN_RA
934.59947,CN_MM
0.093459,CN_RA
934.600654,CN_RA
934.604254,CN_RA
934.606654,CN_MM
934.606654,CN_RA
934.607854,CN_MM
0.09346,CN_RA
934.609054,CN_RA
934.611472,CN_MM
0.093461,CN_RA
934.613854,CN_MM
934.613854,CN_RA
934.616254,CN_MM
0.093461,CN_RA
934.61747,CN_MM
0.093461,CN_RA
934.618654,CN_MM
0.093461,CN_RA
934.619854,CN_RA
