t_rel_s,t_unix,touch_t_stm_s,force_net_n,load_cell_raw_n,load_cell_voltage_v,touch_i_final,v00,v01,v02,v03,v04,v10,v11,v12,v13,v14,v20,v21,v22,v23,v24,v30,v31,v32,v33,v34,v40,v41,v42,v43,v44
3.4871,1782562479.3502,2929.631665,0.0000,0.0000,0.00000,3.2827,3.3000,3.2936,3.2919,3.2823,3.2911,3.2670,3.2895,3.2911,3.3000,3.2992,3.2871,3.3000,3.3000,3.3000,3.2968,3.3000,3.3000,3.3000,3.3000,3.2927,3.2476,3.2911,3.2831,3.0695,3.2927
3.4876,1782562479.3507,2929.631665,0.0000,0.0000,0.00000,3.2869,3.2799,3.2952,3.2944,3.3000,3.2984,3.3000,3.3000,3.3000,3.3000,3.2984,3.3000,3.3000,3.3000,3.2927,3.2895,3.3000,3.2895,3.2919,3.2831,3.2936,3.2371,3.2887,3.2895,3.1558,3.2960
3.4884,1782562479.3515,2929.634063,0.0000,0.0000,0.00000,3.2841,3.3000,3.3000,3.3000,3.3000,3.2895,3.3000,3.3000,3.2992,3.2903,3.2936,3.2718,3.2823,3.2871,3.2831,3.2936,3.2678,3.2863,3.2871,3.2984,3.2984,3.2186,3.2992,3.2968,3.1638,3.2968
3.4892,1782562479.3522,2929.634063,0.0000,0.0000,0.00000,3.2832,3.2823,3.2871,3.2871,3.2823,3.2919,3.2565,3.2839,3.2839,3.2871,3.2992,3.2799,3.2944,3.2960,3.3000,3.2984,3.3000,3.3000,3.3000,3.3000,3.2936,3.2589,3.2936,3.2863,3.1453,3.2927
3.4897,1782562479.3528,2929.635787,0.0000,0.0000,0.00000,3.2828,3.2597,3.2831,3.2863,3.2911,3.2960,3.2831,3.2927,3.2944,3.3000,3.3000,3.3000,3.3000,3.3000,3.2936,3.2919,3.2984,3.2807,3.2871,3.2823,3.2944,3.2194,3.2855,3.2879,3.1630,3.2992
3.4911,1782562479.3542,2929.636472,0.0000,0.0000,0.00000,3.2833,3.3000,3.3000,3.3000,3.3000,3.2960,3.3000,3.3000,3.3000,3.2903,3.2911,3.2799,3.2839,3.2871,3.2847,3.2879,3.2573,3.2807,3.2863,3.2944,3.2976,3.2186,3.3000,3.2919,3.1614,3.2936
3.4930,1782562479.3561,2929.637656,0.0000,0.0000,0.00000,3.2852,3.3000,3.2911,3.2887,3.2847,3.2944,3.2686,3.2839,3.2871,3.2895,3.2944,3.2799,3.2927,3.2919,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.2976,3.2516,3.2911,3.2839,3.1662,3.2927
3.4942,1782562479.3573,2929.638857,0.0000,0.0000,0.00000,3.2830,3.2541,3.2807,3.2839,3.2911,3.2968,3.2847,3.2976,3.2895,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.2927,3.2976,3.2855,3.2863,3.2863,3.2919,3.2226,3.2863,3.2863,3.1630,3.2984
3.4950,1782562479.3581,2929.641257,0.0000,0.0000,0.00000,3.2851,3.3000,3.3000,3.3000,3.3000,3.2936,3.3000,3.3000,3.3000,3.2936,3.2919,3.3000,3.2936,3.2952,3.2871,3.2936,3.2565,3.2807,3.2831,3.2887,3.2992,3.2130,3.2992,3.2936,3.1719,3.2936
3.4956,1782562479.3586,2929.641865,0.0000,0.0000,0.00000,3.2828,3.3000,3.2879,3.2871,3.2863,3.2944,3.2847,3.2855,3.2863,3.2839,3.2952,3.2565,3.2823,3.2855,3.2919,3.2968,3.2774,3.2911,3.2919,3.3000,3.2984,3.2541,3.3000,3.2903,3.1703,3.2911
3.4965,1782562479.3596,2929.642462,0.0000,0.0000,0.00000,3.2860,3.2581,3.2790,3.2799,3.2952,3.2968,3.2839,3.2984,3.3000,3.3000,3.2968,3.3000,3.3000,3.3000,3.3000,3.2952,3.3000,3.3000,3.3000,3.2855,3.2911,3.2420,3.2823,3.2847,3.1848,3.2960
3.4976,1782562479.3607,2929.644856,0.0000,0.0000,0.00000,3.2876,3.3000,3.3000,3.3000,3.3000,3.2968,3.3000,3.3000,3.3000,3.2992,3.2944,3.2984,3.2903,3.2911,3.2831,3.2919,3.2581,3.2799,3.2831,3.2895,3.2960,3.2291,3.2944,3.2960,3.2186,3.3000
3.4991,1782562479.3622,2929.646059,0.0000,0.0000,0.00000,3.2937,3.3000,3.3000,3.3000,3.2936,3.2919,3.2863,3.2871,3.3000,3.2831,3.2936,3.2662,3.2863,3.2839,3.2968,3.2992,3.2839,3.3000,3.2984,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.2936
3.4997,1782562479.3628,2929.646724,0.0000,0.0000,0.00000,3.2904,3.2581,3.2823,3.2823,3.2887,3.2976,3.2774,3.2911,3.2960,3.3000,3.2984,3.3000,3.3000,3.3000,3.3000,3.2944,3.3000,3.2936,3.2919,3.2871,3.2895,3.2855,3.2871,3.2847,3.2839,3.2895
3.5004,1782562479.3635,2929.648456,0.0000,0.0000,0.00000,3.2909,3.2782,3.2936,3.2976,3.3000,3.2944,3.3000,3.3000,3.3000,3.2960,3.2911,3.3000,3.2903,3.2911,3.2807,3.2927,3.2621,3.2823,3.2823,3.2879,3.2976,3.2742,3.2903,3.2919,3.3000,3.2984
3.5015,1782562479.3646,2929.648456,0.0000,0.0000,0.00000,3.2935,3.3000,3.3000,3.3000,3.2895,3.2903,3.3000,3.2968,3.2960,3.2839,3.2911,3.2605,3.2831,3.2823,3.2976,3.2976,3.2863,3.2960,3.2944,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.2927
3.5025,1782562479.3655,2929.650857,0.0000,0.0000,0.00000,3.2908,3.2742,3.2839,3.2871,3.2799,3.2936,3.2629,3.2823,3.2855,3.2992,3.2960,3.3000,3.3000,3.3000,3.3000,3.2919,3.3000,3.3000,3.3000,3.2871,3.2911,3.3000,3.2911,3.2927,3.2799,3.2911
3.5033,1782562479.3664,2929.650857,0.0000,0.0000,0.00000,3.2925,3.2895,3.3000,3.3000,3.3000,3.2976,3.3000,3.3000,3.3000,3.2992,3.2936,3.3000,3.3000,3.3000,3.2871,3.2863,3.2653,3.2823,3.2863,3.2839,3.2936,3.2726,3.2895,3.2887,3.2976,3.3000
3.5050,1782562479.3681,2929.652055,0.0000,0.0000,0.00000,3.2923,3.3000,3.3000,3.3000,3.2871,3.2911,3.3000,3.2903,3.2927,3.2831,3.2936,3.2589,3.2823,3.2823,3.2871,3.2992,3.2799,3.2936,3.2944,3.3000,3.2992,3.3000,3.3000,3.3000,3.3000,3.2936
3.5056,1782562479.3687,2929.653256,0.0000,0.0000,0.00000,3.2927,3.2903,3.2871,3.2863,3.2839,3.2936,3.2621,3.2839,3.2887,3.2992,3.2992,3.2911,3.3000,3.3000,3.3000,3.2960,3.3000,3.3000,3.3000,3.2936,3.2919,3.3000,3.2952,3.2968,3.2839,3.2936
3.5063,1782562479.3694,2929.655668,0.0000,0.0000,0.00000,3.2918,3.2774,3.2871,3.2919,3.3000,3.3000,3.2992,3.3000,3.3000,3.3000,3.2968,3.3000,3.3000,3.3000,3.2871,3.2911,3.3000,3.2911,3.2903,3.2815,3.2919,3.2581,3.2807,3.2831,3.2887,3.2992
3.5068,1782562479.3699,2929.655668,0.0000,0.0000,0.00000,3.2923,3.3000,3.3000,3.3000,3.2992,3.2936,3.3000,3.3000,3.2992,3.2903,3.2895,3.2581,3.2847,3.2839,3.2911,3.2992,3.2678,3.2831,3.2855,3.3000,3.3000,3.2863,3.2984,3.2984,3.3000,3.2984
3.5080,1782562479.3711,2929.657542,0.0000,0.0000,0.00000,3.2916,3.2895,3.2831,3.2855,3.2863,3.2944,3.2573,3.2871,3.2871,3.2968,3.2960,3.2815,3.2927,3.2936,3.3000,3.2968,3.3000,3.3000,3.3000,3.3000,3.2927,3.3000,3.3000,3.2927,3.2847,3.2911
3.5091,1782562479.3721,2929.659256,0.0000,0.0000,0.00000,3.2907,3.2621,3.2799,3.2887,3.3000,3.2952,3.2927,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.2936,3.2919,3.3000,3.2911,3.2919,3.2807,3.2919,3.2573,3.2823,3.2815,3.2919,3.2952
3.5102,1782562479.3733,2929.660464,0.0000,0.0000,0.00000,3.2936,3.3000,3.3000,3.3000,3.3000,3.2968,3.3000,3.2952,3.3000,3.2871,3.2927,3.2678,3.2855,3.2839,3.2831,3.2944,3.2774,3.2911,3.2919,3.3000,3.2984,3.2992,3.3000,3.3000,3.3000,3.2968
3.5113,1782562479.3744,2929.660464,0.0000,0.0000,0.00000,3.2914,3.3000,3.2919,3.2903,3.2815,3.2903,3.2573,3.2823,3.2839,3.2887,3.2976,3.2799,3.2936,3.2968,3.3000,3.2968,3.2960,3.3000,3.3000,3.3000,3.2960,3.3000,3.2936,3.2952,3.2855,3.2879
3.5124,1782562479.3755,2929.661664,0.0000,0.0000,0.00000,3.2917,3.2589,3.2839,3.2847,3.2936,3.2976,3.2807,3.2952,3.2992,3.3000,3.2960,3.3000,3.3000,3.3000,3.2936,3.2919,3.3000,3.3000,3.3000,3.2927,3.2911,3.2766,3.2823,3.2839,3.2919,3.2992
3.5131,1782562479.3762,2929.662856,0.0000,0.0000,0.00000,3.2932,3.2936,3.3000,3.3000,3.3000,3.2968,3.3000,3.3000,3.3000,3.2960,3.2936,3.2847,3.2855,3.2871,3.2847,3.2911,3.2637,3.2807,3.2855,3.2992,3.2976,3.2911,3.3000,3.3000,3.3000,3.2984
3.5138,1782562479.3768,2929.664057,0.0000,0.0000,0.00000,3.2935,3.3000,3.3000,3.2968,3.2887,3.2911,3.2807,3.2855,3.2847,3.2895,3.2944,3.2766,3.2960,3.2936,3.2984,3.2968,3.2863,3.2976,3.3000,3.3000,3.2968,3.3000,3.3000,3.3000,3.2936,3.2903
3.5145,1782562479.3776,2929.665270,0.0000,0.0000,0.00000,3.2913,3.2702,3.2831,3.2823,3.2871,3.2944,3.2799,3.2960,3.2952,3.3000,3.2992,3.3000,3.3000,3.3000,3.2936,3.2911,3.3000,3.3000,3.2992,3.2871,3.2927,3.2831,3.2839,3.2855,3.2847,3.2944
3.5147,1782562479.3778,2929.666456,0.0000,0.0000,0.00000,3.2914,3.3000,3.3000,3.3000,3.3000,3.2927,3.3000,3.3000,3.3000,3.2847,3.2895,3.2927,3.2871,3.2903,3.2799,3.2871,3.2557,3.2831,3.2831,3.2871,3.2976,3.2807,3.2968,3.2968,3.3000,3.3000
3.5160,1782562479.3791,2929.667656,0.0000,0.0000,0.00000,3.2932,3.3000,3.3000,3.3000,3.2871,3.2911,3.2847,3.2871,3.2871,3.2831,3.2944,3.2670,3.2831,3.2911,3.3000,3.2992,3.2936,3.3000,3.3000,3.3000,3.2960,3.3000,3.3000,3.3000,3.2936,3.2919
3.5170,1782562479.3801,2929.668856,0.0000,0.0000,0.00000,3.2917,3.2839,3.2831,3.2903,3.2815,3.2911,3.2742,3.2831,3.2855,3.2952,3.2992,3.2903,3.3000,3.3000,3.3000,3.2903,3.3000,3.3000,3.3000,3.2895,3.2911,3.3000,3.2960,3.2936,3.2831,3.2919
3.5177,1782562479.3808,2929.670057,0.0000,0.0000,0.00000,3.2924,3.2936,3.3000,3.3000,3.3000,3.2976,3.3000,3.3000,3.3000,3.2919,3.2927,3.3000,3.2903,3.2903,3.2799,3.2944,3.2710,3.2839,3.2831,3.2863,3.2976,3.2742,3.2887,3.2960,3.3000,3.2984
3.5183,1782562479.3814,2929.671256,0.0000,0.0000,0.00000,3.2919,3.3000,3.3000,3.3000,3.2992,3.2903,3.2807,3.2855,3.2855,3.2774,3.2968,3.2549,3.2839,3.2831,3.2903,3.2976,3.2863,3.2976,3.2960,3.3000,3.2984,3.3000,3.3000,3.3000,3.3000,3.2952
3.5191,1782562479.3822,2929.672457,0.0000,0.0000,0.00000,3.2895,3.2637,3.2847,3.2815,3.2847,3.2952,3.2637,3.2839,3.2855,3.2936,3.2992,3.2863,3.2984,3.3000,3.3000,3.2968,3.3000,3.3000,3.3000,3.2903,3.2911,3.2936,3.2871,3.2887,3.2790,3.2911
3.5197,1782562479.3828,2929.673656,0.0000,0.0000,0.00000,3.2915,3.2855,3.2976,3.3000,3.3000,3.2984,3.3000,3.3000,3.3000,3.3000,3.2919,3.3000,3.2984,3.2919,3.2855,3.2911,3.2565,3.2807,3.2815,3.2855,3.2976,3.2726,3.2895,3.2887,3.2976,3.2968
3.5210,1782562479.3841,2929.674855,0.0000,0.0000,0.00000,3.2936,3.3000,3.3000,3.3000,3.3000,3.2919,3.3000,3.2944,3.2936,3.2831,3.2903,3.2613,3.2831,3.2839,3.2936,3.3000,3.2863,3.2952,3.2944,3.3000,3.2984,3.3000,3.3000,3.3000,3.3000,3.2919
3.5222,1782562479.3852,2929.676056,0.0000,0.0000,0.00000,3.2930,3.2952,3.2863,3.2863,3.2847,3.2992,3.2742,3.2903,3.2936,3.3000,3.3000,3.2863,3.2936,3.2960,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.2919,3.2863,3.2903,3.2903,3.2863,3.2936
3.5234,1782562479.3864,2929.677256,0.0000,0.0000,0.00000,3.2904,3.2790,3.2871,3.2944,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.2944,3.3000,3.3000,3.2968,3.2863,3.2911,3.2734,3.2831,3.2839,3.2863,3.2944,3.2444,3.2871,3.2911,3.2919,3.2952
3.5246,1782562479.3877,2929.678456,0.0000,0.0000,0.00000,3.2934,3.3000,3.2992,3.3000,3.3000,3.2960,3.3000,3.2992,3.2968,3.2790,3.2903,3.2879,3.2871,3.2887,3.2855,3.2936,3.2742,3.2831,3.2863,3.3000,3.3000,3.2911,3.3000,3.3000,3.3000,3.2968
3.5256,1782562479.3887,2929.679665,0.0000,0.0000,0.00000,3.2916,3.2952,3.2871,3.2871,3.2847,3.2919,3.2629,3.2807,3.2815,3.2895,3.2952,3.2831,3.2984,3.3000,3.3000,3.2968,3.3000,3.3000,3.3000,3.3000,3.2936,3.3000,3.2879,3.2936,3.2871,3.2927
3.5272,1782562479.3903,2929.680856,0.0000,0.0000,0.00000,3.2909,3.2702,3.2831,3.2871,3.2984,3.2992,3.2879,3.3000,3.3000,3.3000,3.2960,3.3000,3.3000,3.3000,3.2936,3.2903,3.2919,3.2855,3.2863,3.2831,3.2919,3.2613,3.2807,3.2927,3.2960,3.2968
3.5282,1782562479.3912,2929.682055,0.0000,0.0000,0.00000,3.2883,3.3000,3.3000,3.3000,3.2968,3.2919,3.3000,3.3000,3.3000,3.2855,3.2895,3.2557,3.2823,3.2847,3.2919,3.2952,3.2613,3.2831,3.2855,3.2976,3.2976,3.2565,3.2645,3.3000,3.2968,3.2903
3.5294,1782562479.3924,2929.683255,0.0000,0.0000,0.00000,3.2927,3.3000,3.3000,3.2992,3.2887,3.2911,3.2597,3.2807,3.2847,3.2936,3.2992,3.2847,3.2968,3.2976,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.2936,3.2992,3.2694,3.2968,3.2903,3.2911
3.5304,1782562479.3934,2929.684456,0.0000,0.0000,0.00000,3.2699,3.2613,3.2847,3.2871,3.2944,3.2968,3.2903,3.3000,3.3000,3.3000,3.2968,3.3000,3.3000,3.3000,3.2976,3.2927,3.3000,3.2936,3.2919,3.2831,3.2895,3.1251,2.8810,3.2911,3.2952,3.2960
3.5316,1782562479.3946,2929.685655,0.0000,0.0000,0.00000,3.2467,3.3000,3.3000,3.3000,3.3000,3.2936,3.3000,3.2992,3.3000,3.2895,3.2944,3.2694,3.2847,3.2855,3.2831,3.2936,3.2581,3.2807,3.2831,3.2984,3.2968,2.9873,2.4764,3.3000,3.3000,3.2927
3.5330,1782562479.3961,2929.686856,0.0000,0.0000,0.00000,3.2258,3.3000,3.2952,3.2960,3.2887,3.2911,3.2702,3.2823,3.2879,3.2887,3.2936,3.2799,3.2936,3.2936,3.2992,3.2984,3.3000,3.3000,3.3000,3.3000,3.2936,2.9035,2.0163,3.2903,3.2919,3.2919
3.5342,1782562479.3972,2929.688056,0.0000,0.0000,0.00000,3.1691,3.2670,3.2807,3.2895,3.2968,3.2976,3.2831,3.2936,3.2984,3.3000,3.2968,3.3000,3.3000,3.3000,3.2992,3.2911,3.3000,3.3000,3.2968,3.2871,3.2960,2.6344,0.8421,3.2871,3.2952,3.2952
3.5354,1782562479.3985,2929.689257,0.0000,0.0000,0.00000,3.1468,3.2927,3.2976,3.3000,3.3000,3.2976,3.3000,3.3000,3.3000,3.2952,3.2911,3.2911,3.2887,3.2871,3.2831,3.2952,3.2565,3.2839,3.2863,3.2903,3.2944,2.5788,0.3779,3.2960,3.2968,3.2903
3.5364,1782562479.3995,2929.690468,0.0000,0.0000,0.00000,3.1414,3.3000,3.2960,3.2960,3.2839,3.2911,3.2653,3.2823,3.2863,3.2871,3.3000,3.2670,3.2847,3.2847,3.2960,3.2984,3.3000,3.3000,3.3000,3.3000,3.2927,2.5916,0.2530,3.2984,3.2895,3.2903
3.5376,1782562479.4006,2929.691656,0.0000,0.0000,0.00000,3.1405,3.2847,3.2863,3.2855,3.2839,3.2944,3.2710,3.2936,3.2944,3.3000,3.2976,3.3000,3.3000,3.3000,3.3000,3.2936,3.3000,3.3000,3.3000,3.2936,3.2887,2.5892,0.1886,3.2863,3.2879,3.2927
3.5396,1782562479.4027,2929.692857,0.0000,0.0000,0.00000,3.1372,3.2807,3.2960,3.2936,3.3000,3.2984,3.3000,3.3000,3.3000,3.2960,3.2911,3.3000,3.2944,3.2936,3.2839,3.2960,3.2710,3.2847,3.2807,3.2903,3.2968,2.5417,0.1644,3.2903,3.2927,3.2944
3.5402,1782562479.4033,2929.694062,0.0000,0.0000,0.00000,3.1365,3.3000,3.3000,3.3000,3.2895,3.2927,3.2984,3.2871,3.2903,3.2831,3.2936,3.2605,3.2839,3.2863,3.2911,3.2968,3.2815,3.2952,3.2944,3.3000,3.3000,2.5707,0.1467,3.2976,3.2831,3.2903
3.5414,1782562479.4044,2929.695257,0.0000,0.0000,0.00000,3.1341,3.2549,3.2823,3.2839,3.2863,3.2944,3.2565,3.2847,3.2839,3.2952,3.3000,3.3000,3.3000,3.3000,3.3000,3.2919,3.3000,3.3000,3.3000,3.2847,3.2919,2.5828,0.1233,3.2839,3.2799,3.2927
3.5433,1782562479.4064,2929.696458,0.0000,0.0000,0.00000,3.1357,3.2976,3.3000,3.3000,3.3000,3.2968,3.3000,3.3000,3.3000,3.3000,3.2927,3.3000,3.2984,3.2984,3.2871,3.2911,3.2581,3.2823,3.2839,3.2887,3.2992,2.5320,0.1209,3.2984,3.2742,3.2919
3.5440,1782562479.4071,2929.697657,0.0000,0.0000,0.00000,3.1337,3.3000,3.3000,3.3000,3.2960,3.2903,3.3000,3.2960,3.2936,3.2847,3.2895,3.2678,3.2863,3.2855,3.2807,3.2952,3.2750,3.2847,3.2887,3.3000,3.3000,2.5651,0.1152,3.2968,3.2621,3.2895
3.5450,1782562479.4081,2929.698856,0.0000,0.0000,0.00000,3.1319,3.2557,3.2839,3.2863,3.2871,3.2911,3.2653,3.2855,3.2839,3.2992,3.2992,3.2927,3.3000,3.2960,3.3000,3.3000,3.3000,3.3000,3.3000,3.2903,3.2895,2.5651,0.0999,3.2855,3.2492,3.2927
3.5479,1782562479.4110,2929.701267,0.0000,0.0000,0.00000,3.1320,3.2782,3.2936,3.2960,3.3000,3.2968,3.3000,3.3000,3.3000,3.3000,3.2936,3.3000,3.3000,3.3000,3.2968,3.2944,3.2670,3.2863,3.2831,3.2863,3.2952,2.5078,0.0983,3.2944,3.2371,3.2960
3.5486,1782562479.4117,2929.701267,0.0000,0.0000,0.00000,3.1302,3.3000,3.3000,3.3000,3.2968,3.2952,3.3000,3.3000,3.3000,3.2919,3.2911,3.2549,3.2823,3.2799,3.2911,3.2976,3.2734,3.2927,3.2927,3.3000,3.2984,2.5103,0.1032,3.2992,3.2130,3.2903
3.5492,1782562479.4123,2929.702460,0.0000,0.0000,0.00000,3.1295,3.2984,3.2911,3.2919,3.2847,3.2927,3.2573,3.2807,3.2863,3.2936,3.2984,3.2847,3.2968,3.2936,3.3000,3.2976,3.3000,3.3000,3.3000,3.2936,3.2936,2.5377,0.0903,3.2847,3.2009,3.2895
3.5500,1782562479.4131,2929.703657,0.0000,0.0000,0.00000,3.1296,3.2742,3.2936,3.2952,3.3000,3.2992,3.3000,3.3000,3.3000,3.3000,3.2911,3.3000,3.3000,3.3000,3.2871,3.2927,3.2871,3.2871,3.2871,3.2839,3.2927,2.4925,0.0838,3.2863,3.2122,3.2952
3.5512,1782562479.4142,2929.704856,0.0000,0.0000,0.00000,3.1276,3.3000,3.3000,3.3000,3.3000,3.2936,3.2968,3.2871,3.2903,3.2831,3.2911,3.2662,3.2831,3.2839,3.2839,3.2936,3.2742,3.2903,3.2927,3.3000,3.3000,2.4861,0.0911,3.3000,3.2105,3.2936
3.5531,1782562479.4162,2929.706057,0.0000,0.0000,0.00000,3.1274,3.2855,3.2863,3.2839,3.2863,3.2952,3.2597,3.2823,3.2839,3.2903,3.2960,3.2807,3.2944,3.2976,3.3000,3.2992,3.3000,3.3000,3.3000,3.3000,3.2936,2.5022,0.0838,3.2871,3.2049,3.2911
3.5543,1782562479.4174,2929.708464,0.0000,0.0000,0.00000,3.1281,3.2782,3.2968,3.2919,3.2984,3.2968,3.3000,3.3000,3.3000,3.3000,3.2944,3.3000,3.3000,3.3000,3.2927,3.2919,3.2911,3.2847,3.2855,3.2831,3.2919,2.4651,0.0798,3.2903,3.1960,3.2927
3.5552,1782562479.4183,2929.708464,0.0000,0.0000,0.00000,3.1267,3.3000,3.3000,3.3000,3.2976,3.2968,3.3000,3.3000,3.3000,3.2871,3.2903,3.2879,3.2847,3.2919,3.2831,3.2919,3.2718,3.2855,3.2871,3.2960,3.2992,2.4393,0.0814,3.3000,3.2049,3.2911
3.5558,1782562479.4189,2929.709669,0.0000,0.0000,0.00000,3.1253,3.3000,3.2879,3.2871,3.2847,3.2927,3.2629,3.2839,3.2855,3.2839,3.2944,3.2799,3.2919,3.2952,3.3000,3.2976,3.2895,3.3000,3.2968,3.3000,3.3000,2.4724,0.0733,3.2863,3.1952,3.2911
3.5580,1782562479.4211,2929.710857,0.0000,0.0000,0.00000,3.1254,3.2565,3.2839,3.2815,3.2919,3.2984,3.2871,3.2992,3.3000,3.3000,3.2968,3.3000,3.3000,3.3000,3.2968,3.2944,3.3000,3.3000,3.2992,3.2839,3.2927,2.4321,0.0669,3.2871,3.1928,3.2927
3.5592,1782562479.4222,2929.712063,0.0000,0.0000,0.00000,3.1238,3.2976,3.3000,3.3000,3.3000,3.2944,3.3000,3.3000,3.3000,3.2936,3.2919,3.2855,3.2871,3.2879,3.2815,3.2911,3.2549,3.2871,3.2831,3.2919,3.2968,2.4168,0.0725,3.2919,3.1936,3.2952
3.5603,1782562479.4233,2929.713258,0.0000,0.0000,0.00000,3.1214,3.2879,3.2807,3.2887,3.2815,3.2927,3.2645,3.2855,3.2863,3.2863,3.2927,3.2662,3.2831,3.2863,3.2952,3.2968,3.2895,3.2976,3.2952,3.3000,3.2992,2.4256,0.0661,3.2936,3.2025,3.2903
3.5617,1782562479.4247,2929.715140,0.0000,0.0000,0.00000,3.1252,3.2710,3.2823,3.2871,3.2903,3.2984,3.2831,3.2984,3.2992,3.3000,3.2984,3.3000,3.3000,3.3000,3.3000,3.2944,3.3000,3.3000,3.3000,3.2887,3.2936,2.4039,0.0532,3.2847,3.2073,3.2960
3.5638,1782562479.4268,2929.716857,0.0000,0.0000,0.00000,3.1241,3.3000,3.3000,3.3000,3.2976,3.2919,3.3000,3.3000,3.3000,3.2976,3.2919,3.3000,3.2952,3.2952,3.2871,3.2895,3.2597,3.2839,3.2839,3.2936,3.2976,2.3596,0.0588,3.2984,3.2251,3.2952
3.5651,1782562479.4281,2929.718057,0.0000,0.0000,0.00000,3.1201,3.3000,3.2831,3.2863,3.2895,3.2944,3.2823,3.2831,3.2863,3.2895,3.2944,3.2581,3.2823,3.2863,3.2944,3.2968,3.2807,3.2936,3.2936,3.3000,3.2976,2.3845,0.0604,3.2879,3.2073,3.2903
3.5661,1782562479.4292,2929.718057,0.0000,0.0000,0.00000,3.1246,3.2557,3.2823,3.2839,3.2919,3.2944,3.2919,3.3000,3.2992,3.3000,3.2992,3.3000,3.3000,3.3000,3.3000,3.2960,3.3000,3.2976,3.2984,3.2847,3.2927,2.3289,0.0492,3.2855,3.2895,3.2936
3.5671,1782562479.4302,2929.720474,0.0000,0.0000,0.00000,3.1237,3.2766,3.2879,3.2944,3.3000,3.2984,3.3000,3.3000,3.3000,3.3000,3.2936,3.3000,3.2936,3.2936,3.2855,3.2944,3.2984,3.2887,3.2847,3.2790,3.2944,2.2927,0.0524,3.2919,3.2984,3.2952
3.5678,1782562479.4308,2929.721657,0.0000,0.0000,0.00000,3.1201,3.3000,3.3000,3.2992,3.2863,3.2911,3.2863,3.2847,3.2863,3.2799,3.2911,3.2629,3.2847,3.2823,3.2903,3.2984,3.2790,3.2952,3.2992,3.3000,3.2936,2.2733,0.0580,3.2952,3.2936,3.2911
3.5685,1782562479.4316,2929.721657,0.0000,0.0000,0.00000,3.1192,3.2613,3.2831,3.2799,3.2903,3.2968,3.2557,3.2815,3.2863,3.3000,3.2968,3.3000,3.3000,3.3000,3.3000,3.2952,3.3000,3.3000,3.3000,3.2984,3.2919,2.2435,0.0484,3.2871,3.2911,3.2936
3.5691,1782562479.4322,2929.722857,0.0000,0.0000,0.00000,3.1187,3.2766,3.2919,3.2968,3.3000,3.2984,3.3000,3.3000,3.3000,3.3000,3.2936,3.3000,3.3000,3.3000,3.2855,3.2895,3.2565,3.2839,3.2831,3.2919,3.2976,2.1815,0.0596,3.2895,3.2960,3.2952
3.5702,1782562479.4332,2929.724057,0.0000,0.0000,0.00000,3.1170,3.3000,3.3000,3.3000,3.2936,3.2903,3.3000,3.2927,3.2903,3.2831,3.2919,3.2581,3.2831,3.2839,3.2936,3.3000,3.2742,3.2871,3.2871,3.3000,3.2984,2.1605,0.0709,3.2968,3.2960,3.2944
3.5714,1782562479.4345,2929.725257,0.0000,0.0000,0.00000,3.1152,3.2766,3.2799,3.2903,3.2815,3.2903,3.2605,3.2831,3.2863,3.2936,3.2952,3.2927,3.2976,3.2992,3.3000,3.2976,3.3000,3.3000,3.3000,3.2936,3.2927,2.1428,0.0572,3.2847,3.2887,3.2952
3.5724,1782562479.4355,2929.726457,0.0000,0.0000,0.00000,3.1165,3.2750,3.2871,3.2911,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.2992,3.3000,3.3000,3.3000,3.2887,3.2895,3.2718,3.2863,3.2863,3.2839,3.2936,2.1105,0.0645,3.2903,3.2984,3.2960
3.5736,1782562479.4366,2929.727657,0.0000,0.0000,0.00000,3.1154,3.3000,3.3000,3.3000,3.2968,3.2919,3.3000,3.2960,3.2952,3.2855,3.2927,3.2879,3.2871,3.2887,3.2839,3.2976,3.2605,3.2847,3.2847,3.2952,3.2976,2.1089,0.0798,3.2952,3.2911,3.2839
3.5752,1782562479.4382,2929.728857,0.0000,0.0000,0.00000,3.1163,3.2887,3.2919,3.2887,3.2831,3.2944,3.2637,3.2807,3.2863,3.2952,3.3000,3.3000,3.2984,3.3000,3.3000,3.2984,3.3000,3.3000,3.3000,3.3000,3.2919,2.1033,0.0709,3.2919,3.2887,3.2903
3.5771,1782562479.4401,2929.730058,0.0000,0.0000,0.00000,3.1159,3.2678,3.2863,3.2871,3.2992,3.2968,3.2903,3.3000,3.3000,3.3000,3.2968,3.3000,3.3000,3.3000,3.2960,3.2911,3.3000,3.2903,3.2903,3.2815,3.2927,2.0968,0.0612,3.2823,3.2944,3.2976
