t_rel_s,t_unix,force_net_n,load_cell_raw_n,load_cell_voltage_v,touch_i_final,v00,v01,v02,v03,v10,v11,v12,v13,v20,v21,v22,v23,v30,v31,v32,v33
659.4857,1782155576.3051,0.0000,0.0000,0.00000,0.0000,3.3000,3.2662,3.2726,3.1155,3.2984,3.2396,3.2662,3.1163,3.2976,3.2621,3.2710,3.1155,3.2686,3.2774,3.2815,3.1284
659.5058,1782155576.3253,0.0000,0.0000,0.00000,0.0000,3.3000,3.2662,3.2726,3.1155,3.2984,3.2396,3.2662,3.1163,3.2976,3.2621,3.2710,3.1155,3.2686,3.2774,3.2815,3.1284
659.5813,1782155576.4007,0.0000,0.0000,0.00000,0.0000,3.2637,3.2581,3.2742,3.1235,3.2790,3.2307,3.2702,3.1130,3.3000,3.2718,3.2710,3.1187,3.2871,3.2694,3.2774,3.1316
659.6017,1782155576.4212,0.0000,0.0000,0.00000,0.0000,3.2637,3.2581,3.2742,3.1235,3.2790,3.2307,3.2702,3.1130,3.3000,3.2718,3.2710,3.1187,3.2871,3.2694,3.2774,3.1316
659.6681,1782155576.4876,0.0000,0.0000,0.00000,0.0000,3.2863,3.2597,3.2710,3.1195,3.2420,3.2315,3.2718,3.1155,3.3000,3.2621,3.2710,3.1203,3.3000,3.2702,3.2694,3.1284
659.6882,1782155576.5077,0.0000,0.0000,0.00000,0.0000,3.2863,3.2597,3.2710,3.1195,3.2420,3.2315,3.2718,3.1155,3.3000,3.2621,3.2710,3.1203,3.3000,3.2702,3.2694,3.1284
659.7500,1782155576.5694,0.0000,0.0000,0.00000,0.0000,3.3000,3.2557,3.2694,3.1203,3.2508,3.2371,3.2678,3.1203,3.2637,3.2605,3.2710,3.1243,3.3000,3.2718,3.2742,3.1380
659.7702,1782155576.5896,0.0000,0.0000,0.00000,0.0000,3.3000,3.2557,3.2694,3.1203,3.2508,3.2371,3.2678,3.1203,3.2637,3.2605,3.2710,3.1243,3.3000,3.2718,3.2742,3.1380
659.8339,1782155576.6534,0.0000,0.0000,0.00000,0.0000,3.3000,3.2662,3.2702,3.1203,3.2936,3.2291,3.2694,3.1155,3.2807,3.2637,3.2710,3.1259,3.2944,3.2774,3.2742,3.1372
659.8560,1782155576.6754,0.0000,0.0000,0.00000,0.0000,3.3000,3.2662,3.2702,3.1203,3.2936,3.2291,3.2694,3.1155,3.2807,3.2637,3.2710,3.1259,3.2944,3.2774,3.2742,3.1372
659.9240,1782155576.7434,0.0000,0.0000,0.00000,0.0000,3.2815,3.2678,3.2734,3.1251,3.2863,3.2371,3.2702,3.1171,3.3000,3.2629,3.2710,3.1267,3.2613,3.2637,3.2774,3.1356
659.9442,1782155576.7637,0.0000,0.0000,0.00000,0.0000,3.2815,3.2678,3.2734,3.1251,3.2863,3.2371,3.2702,3.1171,3.3000,3.2629,3.2710,3.1267,3.2613,3.2637,3.2774,3.1356
660.0067,1782155576.8262,0.0000,0.0000,0.00000,0.0000,3.2815,3.2678,3.2734,3.1251,3.2863,3.2371,3.2702,3.1171,3.3000,3.2629,3.2710,3.1267,3.2613,3.2637,3.2774,3.1356
660.0271,1782155576.8466,0.0000,0.0000,0.00000,0.0000,3.2790,3.2637,3.2726,3.1227,3.2629,3.2379,3.2702,3.1147,3.3000,3.2678,3.2710,3.1275,3.3000,3.2758,3.2742,3.1364
660.0910,1782155576.9105,0.0000,0.0000,0.00000,0.0000,3.2790,3.2637,3.2726,3.1227,3.2629,3.2379,3.2702,3.1147,3.3000,3.2678,3.2710,3.1275,3.3000,3.2758,3.2742,3.1364
660.1112,1782155576.9307,0.0000,0.0000,0.00000,0.0000,3.3000,3.2613,3.2782,3.1203,3.2484,3.2315,3.2694,3.1179,3.3000,3.2734,3.2710,3.1203,3.3000,3.2734,3.2839,3.1348
660.1834,1782155577.0029,0.0000,0.0000,0.00000,0.0000,3.3000,3.2613,3.2782,3.1203,3.2484,3.2315,3.2694,3.1179,3.3000,3.2734,3.2710,3.1203,3.3000,3.2734,3.2839,3.1348
660.2037,1782155577.0231,0.0000,0.0000,0.00000,0.0000,3.3000,3.2613,3.2782,3.1203,3.2484,3.2315,3.2694,3.1179,3.3000,3.2734,3.2710,3.1203,3.3000,3.2734,3.2839,3.1348
660.2703,1782155577.0898,0.0000,0.0000,0.00000,0.0000,3.3000,3.2645,3.2726,3.1227,3.2976,3.2363,3.2670,3.1138,3.2790,3.2694,3.2742,3.1243,3.2863,3.2790,3.2750,3.1275
660.2910,1782155577.1104,0.0000,0.0000,0.00000,0.0000,3.3000,3.2645,3.2726,3.1227,3.2976,3.2363,3.2670,3.1138,3.2790,3.2694,3.2742,3.1243,3.2863,3.2790,3.2750,3.1275
660.3733,1782155577.1928,0.0000,0.0000,0.00000,0.0000,3.2984,3.2734,3.2750,3.1211,3.2847,3.2339,3.2694,3.1106,3.3000,3.2613,3.2734,3.1227,3.2839,3.2742,3.2742,3.1356
660.3946,1782155577.2141,0.0000,0.0000,0.00000,0.0000,3.2984,3.2734,3.2750,3.1211,3.2847,3.2339,3.2694,3.1106,3.3000,3.2613,3.2734,3.1227,3.2839,3.2742,3.2742,3.1356
660.4641,1782155577.2835,0.0000,0.0000,0.00000,0.0000,3.2831,3.2629,3.2734,3.1235,3.2412,3.2379,3.2710,3.1138,3.3000,3.2662,3.2742,3.1267,3.3000,3.2734,3.2710,3.1275
660.4846,1782155577.3041,0.0000,0.0000,0.00000,0.0000,3.2831,3.2629,3.2734,3.1235,3.2412,3.2379,3.2710,3.1138,3.3000,3.2662,3.2742,3.1267,3.3000,3.2734,3.2710,3.1275
660.5570,1782155577.3765,0.0000,0.0000,0.00000,0.0000,3.3000,3.2589,3.2694,3.1251,3.2549,3.2339,3.2678,3.1251,3.2686,3.2662,3.2742,3.1308,3.3000,3.2702,3.2774,3.1364
660.5773,1782155577.3968,0.0000,0.0000,0.00000,0.0000,3.3000,3.2589,3.2694,3.1251,3.2549,3.2339,3.2678,3.1251,3.2686,3.2662,3.2742,3.1308,3.3000,3.2702,3.2774,3.1364
660.6453,1782155577.4647,0.0000,0.0000,0.00000,0.0000,3.3000,3.2637,3.2726,3.1284,3.2992,3.2396,3.2678,3.1251,3.2823,3.2662,3.2758,3.1300,3.2766,3.2782,3.2742,3.1437
660.6656,1782155577.4851,0.0000,0.0000,0.00000,0.0000,3.3000,3.2637,3.2726,3.1284,3.2992,3.2396,3.2678,3.1251,3.2823,3.2662,3.2758,3.1300,3.2766,3.2782,3.2742,3.1437
660.7411,1782155577.5606,0.0000,0.0000,0.00000,0.0000,3.2944,3.2702,3.2742,3.1211,3.2734,3.2388,3.2678,3.1155,3.3000,3.2662,3.2726,3.1203,3.2815,3.2742,3.2750,3.1332
660.7613,1782155577.5807,0.0000,0.0000,0.00000,0.0000,3.2944,3.2702,3.2742,3.1211,3.2734,3.2388,3.2678,3.1155,3.3000,3.2662,3.2726,3.1203,3.2815,3.2742,3.2750,3.1332
660.8277,1782155577.6471,0.0000,0.0000,0.00000,0.0000,3.2839,3.2653,3.2710,3.1171,3.2363,3.2339,3.2742,3.1179,3.3000,3.2718,3.2726,3.1195,3.3000,3.2710,3.2710,3.1364
660.8478,1782155577.6673,0.0000,0.0000,0.00000,0.0000,3.2839,3.2653,3.2710,3.1171,3.2363,3.2339,3.2742,3.1179,3.3000,3.2718,3.2726,3.1195,3.3000,3.2710,3.2710,3.1364
660.9097,1782155577.7291,0.0000,0.0000,0.00000,0.0000,3.3000,3.2589,3.2653,3.1251,3.2573,3.2291,3.2710,3.1203,3.2895,3.2718,3.2766,3.1195,3.3000,3.2710,3.2710,3.1364
660.9298,1782155577.7492,0.0000,0.0000,0.00000,0.0000,3.3000,3.2589,3.2653,3.1251,3.2573,3.2291,3.2710,3.1203,3.2895,3.2718,3.2766,3.1259,3.3000,3.2815,3.2726,3.1340
660.9975,1782155577.8169,0.0000,0.0000,0.00000,0.0000,3.3000,3.2589,3.2653,3.1251,3.2573,3.2291,3.2710,3.1203,3.2895,3.2718,3.2766,3.1259,3.3000,3.2815,3.2726,3.1340
661.0177,1782155577.8371,0.0000,0.0000,0.00000,0.0000,3.3000,3.2637,3.2710,3.1203,3.2936,3.2355,3.2694,3.1114,3.2871,3.2718,3.2702,3.1211,3.2662,3.2694,3.2766,3.1332
661.0940,1782155577.9134,0.0000,0.0000,0.00000,0.0000,3.3000,3.2637,3.2710,3.1203,3.2936,3.2355,3.2694,3.1114,3.2871,3.2718,3.2702,3.1211,3.2662,3.2694,3.2766,3.1332
661.1142,1782155577.9336,0.0000,0.0000,0.00000,0.0000,3.2621,3.2629,3.2742,3.1275,3.2807,3.2339,3.2678,3.1211,3.3000,3.2726,3.2702,3.1243,3.2847,3.2710,3.2750,3.1388
661.1844,1782155578.0038,0.0000,0.0000,0.00000,0.0000,3.2621,3.2629,3.2742,3.1275,3.2807,3.2339,3.2678,3.1211,3.3000,3.2726,3.2702,3.1243,3.2847,3.2710,3.2750,3.1388
661.2051,1782155578.0245,0.0000,0.0000,0.00000,0.0000,3.2621,3.2629,3.2742,3.1275,3.2807,3.2339,3.2678,3.1211,3.3000,3.2726,3.2702,3.1243,3.2847,3.2710,3.2750,3.1388
661.2758,1782155578.0952,0.0000,0.0000,0.00000,0.0000,3.2871,3.2605,3.2734,3.1235,3.2323,3.2307,3.2710,3.1179,3.3000,3.2726,3.2758,3.1187,3.3000,3.2823,3.2750,3.1284
661.2960,1782155578.1154,0.0000,0.0000,0.00000,0.0000,3.2871,3.2605,3.2734,3.1235,3.2323,3.2307,3.2710,3.1179,3.3000,3.2726,3.2758,3.1187,3.3000,3.2823,3.2750,3.1284
661.3649,1782155578.1843,0.0000,0.0000,0.00000,0.0000,3.3000,3.2694,3.2710,3.1211,3.2541,3.2291,3.2702,3.1138,3.2662,3.2621,3.2726,3.1235,3.2984,3.2807,3.2799,3.1372
661.3853,1782155578.2048,0.0000,0.0000,0.00000,0.0000,3.3000,3.2694,3.2710,3.1211,3.2541,3.2291,3.2702,3.1138,3.2662,3.2621,3.2726,3.1235,3.2984,3.2807,3.2799,3.1372
661.4504,1782155578.2698,0.0000,0.0000,0.00000,0.0000,3.2766,3.2670,3.2766,3.1243,3.2936,3.2371,3.2678,3.1227,3.2968,3.2597,3.2718,3.1259,3.2742,3.2702,3.2710,3.1380
661.4713,1782155578.2907,0.0000,0.0000,0.00000,0.0000,3.2766,3.2670,3.2766,3.1243,3.2936,3.2371,3.2678,3.1227,3.2968,3.2597,3.2718,3.1259,3.2742,3.2702,3.2710,3.1380
661.5395,1782155578.3589,0.0000,0.0000,0.00000,0.0000,3.2726,3.2605,3.2726,3.1267,3.2565,3.2363,3.2686,3.1122,3.3000,3.2686,3.2710,3.1203,3.2952,3.2637,3.2742,3.1364
661.5600,1782155578.3794,0.0000,0.0000,0.00000,0.0000,3.2726,3.2605,3.2726,3.1267,3.2565,3.2363,3.2686,3.1122,3.3000,3.2686,3.2710,3.1203,3.2952,3.2637,3.2742,3.1364
661.6289,1782155578.4483,0.0000,0.0000,0.00000,0.0000,3.3000,3.2613,3.2702,3.1171,3.2516,3.2323,3.2678,3.1187,3.2927,3.2726,3.2766,3.1259,3.3000,3.2726,3.2742,3.1372
661.6494,1782155578.4688,0.0000,0.0000,0.00000,0.0000,3.3000,3.2613,3.2702,3.1171,3.2516,3.2323,3.2678,3.1187,3.2927,3.2726,3.2766,3.1259,3.3000,3.2726,3.2742,3.1372
661.7142,1782155578.5337,0.0000,0.0000,0.00000,0.0000,3.3000,3.2629,3.2710,3.1187,3.2968,3.2388,3.2678,3.1179,3.2815,3.2653,3.2742,3.1324,3.2621,3.2678,3.2815,3.1356
661.7343,1782155578.5538,0.0000,0.0000,0.00000,0.0000,3.3000,3.2629,3.2710,3.1187,3.2968,3.2388,3.2678,3.1179,3.2815,3.2653,3.2742,3.1324,3.2621,3.2678,3.2815,3.1356
661.8094,1782155578.6288,0.0000,0.0000,0.00000,0.0000,3.2637,3.2613,3.2742,3.1275,3.2782,3.2363,3.2726,3.1179,3.2815,3.2653,3.2742,3.1324,3.2621,3.2678,3.2815,3.1356
661.8296,1782155578.6491,0.0000,0.0000,0.00000,0.0000,3.2637,3.2613,3.2742,3.1275,3.2782,3.2363,3.2726,3.1203,3.2815,3.2718,3.2702,3.1259,3.2831,3.2742,3.2790,3.1380
661.9093,1782155578.7288,0.0000,0.0000,0.00000,0.0000,3.2903,3.2565,3.2710,3.1227,3.2363,3.2283,3.2694,3.1203,3.2815,3.2718,3.2702,3.1259,3.2831,3.2742,3.2790,3.1380
661.9297,1782155578.7491,0.0000,0.0000,0.00000,0.0000,3.2903,3.2565,3.2710,3.1227,3.2363,3.2283,3.2694,3.1163,3.2815,3.2766,3.2734,3.1275,3.3000,3.2766,3.2710,3.1316
662.0042,1782155578.8236,0.0000,0.0000,0.00000,0.0000,3.2903,3.2565,3.2710,3.1227,3.2363,3.2283,3.2694,3.1163,3.2815,3.2766,3.2734,3.1275,3.3000,3.2766,3.2710,3.1316
662.0246,1782155578.8440,0.0000,0.0000,0.00000,0.0000,3.3000,3.2653,3.2726,3.1211,3.2710,3.2259,3.2702,3.1155,3.2815,3.2662,3.2742,3.1284,3.2903,3.2823,3.2758,3.1308
662.0841,1782155578.9036,0.0000,0.0000,0.00000,0.0000,3.3000,3.2653,3.2726,3.1211,3.2710,3.2259,3.2702,3.1155,3.2815,3.2662,3.2742,3.1284,3.2903,3.2823,3.2758,3.1308
662.1048,1782155578.9242,0.0000,0.0000,0.00000,0.0000,3.3000,3.2653,3.2726,3.1211,3.2710,3.2259,3.2702,3.1155,3.2815,3.2662,3.2742,3.1284,3.2903,3.2823,3.2758,3.1308
662.1847,1782155579.0041,0.0000,0.0000,0.00000,0.0000,3.2637,3.2573,3.2726,3.1203,3.2718,3.2379,3.2710,3.1130,3.2815,3.2686,3.2710,3.1251,3.2847,3.2678,3.2734,3.1348
662.2048,1782155579.0242,0.0000,0.0000,0.00000,0.0000,3.2637,3.2573,3.2726,3.1203,3.2718,3.2379,3.2710,3.1130,3.2815,3.2686,3.2710,3.1251,3.2847,3.2678,3.2734,3.1348
662.2698,1782155579.0892,0.0000,0.0000,0.00000,0.0000,3.2839,3.2670,3.2734,3.1227,3.2347,3.2283,3.2718,3.1155,3.2815,3.2702,3.2758,3.1243,3.3000,3.2774,3.2710,3.1340
662.2902,1782155579.1096,0.0000,0.0000,0.00000,0.0000,3.2839,3.2670,3.2734,3.1227,3.2347,3.2283,3.2718,3.1155,3.2815,3.2702,3.2758,3.1243,3.3000,3.2774,3.2710,3.1340
662.3597,1782155579.1791,0.0000,0.0000,0.00000,0.0000,3.3000,3.2702,3.2710,3.1187,3.2670,3.2275,3.2702,3.1147,3.2815,3.2621,3.2742,3.1227,3.2992,3.2823,3.2774,3.1308
662.3804,1782155579.1999,0.0000,0.0000,0.00000,0.0000,3.3000,3.2702,3.2710,3.1187,3.2670,3.2275,3.2702,3.1147,3.2815,3.2621,3.2742,3.1227,3.2992,3.2823,3.2774,3.1308
662.4499,1782155579.2694,0.0000,0.0000,0.00000,0.0000,3.2863,3.2718,3.2734,3.1227,3.2790,3.2331,3.2678,3.1187,3.3000,3.2589,3.2694,3.1219,3.2799,3.2742,3.2766,3.1332
662.4701,1782155579.2896,0.0000,0.0000,0.00000,0.0000,3.2863,3.2718,3.2734,3.1227,3.2790,3.2331,3.2678,3.1187,3.3000,3.2589,3.2694,3.1219,3.2799,3.2742,3.2766,3.1332
662.5419,1782155579.3613,0.0000,0.0000,0.00000,0.0000,3.2831,3.2629,3.2726,3.1203,3.2331,3.2307,3.2710,3.1155,3.3000,3.2718,3.2758,3.1187,3.3000,3.2799,3.2702,3.1292
662.5621,1782155579.3815,0.0000,0.0000,0.00000,0.0000,3.2831,3.2629,3.2726,3.1203,3.2331,3.2307,3.2710,3.1155,3.3000,3.2718,3.2758,3.1187,3.3000,3.2799,3.2702,3.1292
662.6355,1782155579.4549,0.0000,0.0000,0.00000,0.0000,3.3000,3.2645,3.2694,3.1187,3.2549,3.2315,3.2702,3.1155,3.2629,3.2653,3.2766,3.1235,3.3000,3.2750,3.2710,3.1324
662.6557,1782155579.4752,0.0000,0.0000,0.00000,0.0000,3.3000,3.2645,3.2694,3.1187,3.2549,3.2315,3.2702,3.1155,3.2629,3.2653,3.2766,3.1235,3.3000,3.2750,3.2710,3.1324
662.7239,1782155579.5434,0.0000,0.0000,0.00000,0.0000,3.2944,3.2718,3.2734,3.1284,3.2952,3.2371,3.2637,3.1155,3.2944,3.2581,3.2726,3.1251,3.2637,3.2670,3.2790,3.1348
662.7444,1782155579.5638,0.0000,0.0000,0.00000,0.0000,3.2944,3.2718,3.2734,3.1284,3.2952,3.2371,3.2637,3.1155,3.2944,3.2581,3.2726,3.1251,3.2637,3.2670,3.2790,3.1348
662.8218,1782155579.6413,0.0000,0.0000,0.00000,0.0000,3.2734,3.2637,3.2750,3.1171,3.2412,3.2355,3.2710,3.1155,3.3000,3.2678,3.2742,3.1308,3.3000,3.2678,3.2726,3.1316
662.8421,1782155579.6616,0.0000,0.0000,0.00000,0.0000,3.2734,3.2637,3.2750,3.1171,3.2412,3.2355,3.2710,3.1155,3.3000,3.2678,3.2742,3.1308,3.3000,3.2678,3.2726,3.1316
662.9170,1782155579.7364,0.0000,0.0000,0.00000,0.0000,3.3000,3.2694,3.2702,3.1098,3.2573,3.2307,3.2702,3.1155,3.2670,3.2694,3.2742,3.1195,3.2984,3.2782,3.2774,3.1316
662.9371,1782155579.7566,0.0000,0.0000,0.00000,0.0000,3.3000,3.2694,3.2702,3.1098,3.2573,3.2307,3.2702,3.1155,3.2670,3.2694,3.2742,3.1195,3.2984,3.2782,3.2774,3.1316
663.0082,1782155579.8276,0.0000,0.0000,0.00000,0.0000,3.3000,3.2694,3.2702,3.1098,3.2573,3.2307,3.2702,3.1155,3.2670,3.2694,3.2742,3.1195,3.2984,3.2782,3.2774,3.1316
663.0283,1782155579.8478,0.0000,0.0000,0.00000,0.0000,3.2911,3.2734,3.2718,3.1179,3.2944,3.2355,3.2670,3.1155,3.2831,3.2605,3.2742,3.1300,3.2613,3.2702,3.2758,3.1259
663.0940,1782155579.9134,0.0000,0.0000,0.00000,0.0000,3.2911,3.2734,3.2718,3.1179,3.2944,3.2355,3.2670,3.1155,3.2831,3.2605,3.2742,3.1300,3.2613,3.2702,3.2758,3.1259
663.1141,1782155579.9336,0.0000,0.0000,0.00000,0.0000,3.2726,3.2589,3.2686,3.1138,3.2484,3.2363,3.2694,3.1155,3.3000,3.2670,3.2710,3.1203,3.3000,3.2710,3.2742,3.1348
663.1829,1782155580.0024,0.0000,0.0000,0.00000,0.0000,3.2726,3.2589,3.2686,3.1138,3.2484,3.2363,3.2694,3.1155,3.3000,3.2670,3.2710,3.1203,3.3000,3.2710,3.2742,3.1348
663.2036,1782155580.0230,0.0000,0.0000,0.00000,0.0000,3.2726,3.2589,3.2686,3.1138,3.2484,3.2363,3.2694,3.1155,3.3000,3.2670,3.2710,3.1203,3.3000,3.2710,3.2742,3.1348
663.2857,1782155580.1051,0.0000,0.0000,0.00000,0.0000,3.3000,3.2589,3.2686,3.1163,3.2541,3.2323,3.2702,3.1171,3.2605,3.2653,3.2766,3.1243,3.3000,3.2726,3.2750,3.1324
663.3059,1782155580.1253,0.0000,0.0000,0.00000,0.0000,3.3000,3.2589,3.2686,3.1163,3.2541,3.2323,3.2702,3.1171,3.2605,3.2653,3.2766,3.1243,3.3000,3.2726,3.2750,3.1324
663.3795,1782155580.1989,0.0000,0.0000,0.00000,0.0000,3.2944,3.2710,3.2742,3.1187,3.3000,3.2388,3.2662,3.1114,3.2871,3.2597,3.2726,3.1227,3.2670,3.2694,3.2774,3.1267
663.4002,1782155580.2196,0.0000,0.0000,0.00000,0.0000,3.2944,3.2710,3.2742,3.1187,3.3000,3.2388,3.2662,3.1114,3.2871,3.2597,3.2726,3.1227,3.2670,3.2694,3.2774,3.1267
663.4651,1782155580.2845,0.0000,0.0000,0.00000,0.0000,3.2750,3.2589,3.2718,3.1219,3.2420,3.2371,3.2662,3.1203,3.3000,3.2670,3.2742,3.1259,3.3000,3.2750,3.2702,3.1348
663.4855,1782155580.3049,0.0000,0.0000,0.00000,0.0000,3.2750,3.2589,3.2718,3.1219,3.2420,3.2371,3.2662,3.1203,3.3000,3.2670,3.2742,3.1259,3.3000,3.2750,3.2702,3.1348
663.5579,1782155580.3774,0.0000,0.0000,0.00000,0.0000,3.3000,3.2645,3.2702,3.1203,3.2516,3.2259,3.2662,3.1163,3.2621,3.2637,3.2742,3.1267,3.3000,3.2774,3.2774,3.1332
663.5781,1782155580.3975,0.0000,0.0000,0.00000,0.0000,3.3000,3.2645,3.2702,3.1203,3.2516,3.2259,3.2662,3.1163,3.2621,3.2637,3.2742,3.1267,3.3000,3.2774,3.2774,3.1332
663.6606,1782155580.4800,0.0000,0.0000,0.00000,0.0000,3.2952,3.2718,3.2726,3.1300,3.2895,3.2323,3.2662,3.1259,3.2960,3.2605,3.2742,3.1340,3.2670,3.2702,3.2718,3.1380
663.6810,1782155580.5004,0.0000,0.0000,0.00000,0.0000,3.2952,3.2718,3.2726,3.1300,3.2895,3.2323,3.2662,3.1259,3.2960,3.2605,3.2742,3.1340,3.2670,3.2702,3.2718,3.1380
663.7462,1782155580.5656,0.0000,0.0000,0.00000,0.0000,3.2750,3.2621,3.2718,3.1284,3.2331,3.2275,3.2662,3.1211,3.3000,3.2645,3.2750,3.1284,3.3000,3.2678,3.2726,3.1380
663.7663,1782155580.5858,0.0000,0.0000,0.00000,0.0000,3.2750,3.2621,3.2718,3.1284,3.2331,3.2275,3.2662,3.1211,3.3000,3.2645,3.2750,3.1284,3.3000,3.2678,3.2726,3.1380
663.8366,1782155580.6561,0.0000,0.0000,0.00000,0.0000,3.3000,3.2686,3.2662,3.1235,3.2557,3.2291,3.2678,3.1203,3.2637,3.2653,3.2766,3.1292,3.3000,3.2774,3.2766,3.1380
663.8568,1782155580.6762,0.0000,0.0000,0.00000,0.0000,3.3000,3.2686,3.2662,3.1235,3.2557,3.2291,3.2678,3.1203,3.2637,3.2653,3.2766,3.1292,3.3000,3.2774,3.2766,3.1380
663.9190,1782155580.7384,0.0000,0.0000,0.00000,0.0000,3.2895,3.2678,3.2718,3.1340,3.2855,3.2339,3.2678,3.1203,3.2871,3.2597,3.2742,3.1300,3.2758,3.2686,3.2726,3.1453
663.9395,1782155580.7589,0.0000,0.0000,0.00000,0.0000,3.2895,3.2678,3.2718,3.1340,3.2855,3.2339,3.2678,3.1203,3.2871,3.2597,3.2742,3.1300,3.2758,3.2686,3.2726,3.1453
664.0102,1782155580.8296,0.0000,0.0000,0.00000,0.0000,3.2831,3.2653,3.2710,3.1356,3.2315,3.2251,3.2694,3.1211,3.3000,3.2653,3.2742,3.1364,3.3000,3.2710,3.2710,3.1453
664.0308,1782155580.8503,0.0000,0.0000,0.00000,0.0000,3.2831,3.2653,3.2710,3.1356,3.2315,3.2251,3.2694,3.1211,3.3000,3.2653,3.2742,3.1364,3.3000,3.2710,3.2710,3.1429
664.1132,1782155580.9326,0.0000,0.0000,0.00000,0.0000,3.3000,3.2678,3.2742,3.1163,3.2549,3.2259,3.2662,3.1195,3.2766,3.2670,3.2734,3.1195,3.2863,3.2790,3.2774,3.1308
664.1336,1782155580.9530,0.0000,0.0000,0.00000,0.0000,3.3000,3.2678,3.2742,3.1163,3.2549,3.2259,3.2662,3.1195,3.2766,3.2670,3.2734,3.1195,3.2863,3.2790,3.2774,3.1308
664.1986,1782155581.0181,0.0000,0.0000,0.00000,0.0000,3.3000,3.2678,3.2742,3.1163,3.2549,3.2259,3.2662,3.1195,3.2766,3.2670,3.2734,3.1195,3.2863,3.2790,3.2774,3.1308
664.2188,1782155581.0383,0.0000,0.0000,0.00000,0.0000,3.2629,3.2613,3.2742,3.1308,3.2774,3.2259,3.2718,3.1195,3.3000,3.2613,3.2742,3.1235,3.2839,3.2726,3.2774,3.1429
664.2991,1782155581.1185,0.0000,0.0000,0.00000,0.0000,3.2629,3.2613,3.2742,3.1308,3.2774,3.2259,3.2718,3.1195,3.3000,3.2613,3.2742,3.1235,3.2839,3.2726,3.2774,3.1429
664.3247,1782155581.1441,0.0000,0.0000,0.00000,0.0000,3.2863,3.2589,3.2734,3.1356,3.2339,3.2259,3.2694,3.1203,3.2944,3.2742,3.2742,3.1404,3.3000,3.2726,3.2742,3.1517
664.3893,1782155581.2087,0.0000,0.0000,0.00000,0.0000,3.2863,3.2589,3.2734,3.1356,3.2339,3.2259,3.2694,3.1203,3.2944,3.2742,3.2742,3.1404,3.3000,3.2726,3.2742,3.1517
664.4094,1782155581.2289,0.0000,0.0000,0.00000,0.0000,3.3000,3.2613,3.2726,3.1324,3.2984,3.2259,3.2653,3.1203,3.2944,3.2742,3.2742,3.1404,3.3000,3.2726,3.2742,3.1517
664.4909,1782155581.3103,0.0000,0.0000,0.00000,0.0000,3.3000,3.2613,3.2726,3.1324,3.2984,3.2259,3.2653,3.1179,3.2799,3.2653,3.2758,3.1340,3.2605,3.2678,3.2815,3.1485
664.5112,1782155581.3306,0.0000,0.0000,0.00000,0.0000,3.2637,3.2573,3.2734,3.1195,3.2678,3.2420,3.2710,3.1179,3.3000,3.2726,3.2742,3.1235,3.2984,3.2653,3.2742,3.1316
664.5847,1782155581.4042,0.0000,0.0000,0.00000,0.0000,3.2637,3.2573,3.2734,3.1195,3.2678,3.2420,3.2710,3.1179,3.3000,3.2726,3.2742,3.1235,3.2984,3.2653,3.2742,3.1316
664.6050,1782155581.4244,0.0000,0.0000,0.00000,0.0000,3.2637,3.2573,3.2734,3.1195,3.2678,3.2420,3.2710,3.1179,3.3000,3.2726,3.2742,3.1235,3.2984,3.2653,3.2742,3.1316
664.6712,1782155581.4906,0.0000,0.0000,0.00000,0.0000,3.3000,3.2613,3.2678,3.1364,3.2468,3.2420,3.2653,3.1179,3.2621,3.2613,3.2726,3.1396,3.3000,3.2742,3.2758,3.1485
664.6943,1782155581.5138,0.0000,0.0000,0.00000,0.0000,3.3000,3.2613,3.2678,3.1364,3.2468,3.2420,3.2653,3.1179,3.2621,3.2613,3.2726,3.1396,3.3000,3.2742,3.2758,3.1485
664.7613,1782155581.5808,0.0000,0.0000,0.00000,0.0000,3.2847,3.2742,3.2734,3.1179,3.2944,3.2420,3.2694,3.1195,3.2960,3.2581,3.2742,3.1412,3.2653,3.2670,3.2726,3.1453
664.7815,1782155581.6009,0.0000,0.0000,0.00000,0.0000,3.2847,3.2742,3.2734,3.1179,3.2944,3.2420,3.2694,3.1195,3.2960,3.2581,3.2742,3.1412,3.2653,3.2670,3.2726,3.1453
664.8632,1782155581.6826,0.0000,0.0000,0.00000,0.0000,3.2919,3.2565,3.2702,3.1235,3.2428,3.2347,3.2742,3.1147,3.3000,3.2670,3.2758,3.1243,3.3000,3.2790,3.2758,3.1348
664.8847,1782155581.7041,0.0000,0.0000,0.00000,0.0000,3.2919,3.2565,3.2702,3.1235,3.2428,3.2347,3.2742,3.1147,3.3000,3.2670,3.2758,3.1243,3.3000,3.2790,3.2758,3.1348
664.9539,1782155581.7734,0.0000,0.0000,0.00000,0.0000,3.3000,3.2678,3.2694,3.1090,3.2718,3.2267,3.2653,3.1098,3.2629,3.2605,3.2734,3.1114,3.2968,3.2799,3.2726,3.1211
664.9741,1782155581.7935,0.0000,0.0000,0.00000,0.0000,3.3000,3.2678,3.2694,3.1090,3.2718,3.2267,3.2653,3.1098,3.2629,3.2605,3.2734,3.1114,3.2968,3.2799,3.2726,3.1211
665.0437,1782155581.8631,0.0000,0.0000,0.00000,0.0000,3.2653,3.2629,3.2742,3.1138,3.2718,3.2347,3.2710,3.1106,3.3000,3.2605,3.2734,3.1155,3.2863,3.2742,3.2766,3.1251
